timestamp T00 T01 T02 T03 T10 T11 T12 T13 T20 T21 T22 T23 T30 T31 T32 T33
1540822844.482800 -0.5860374519931831 0.8100807381463591 0.018146695169871142 6.95217111950591 -0.8102516836153182 -0.5860670347769196 -0.004199993610924835 3.42443340410323 0.0072328459046590455 -0.01716474386757609 0.9998265137052931 -0.947149355772041 0.0 0.0 0.0 1.0
1540822844.484800 -0.5861123889450675 0.8100264979651273 0.018147730421670963 6.95215974503829 -0.8101968241883668 -0.5861434903013496 -0.004112767004884095 3.42438042373142 0.007305723796493412 -0.01711377724827149 0.9998268575248945 -0.947163272999119 0.0 0.0 0.0 1.0
1540822844.486800 -0.5861761462833488 0.8099802219191303 0.018153942498490158 6.95214641990987 -0.8101501132424 -0.5862085613744108 -0.004039379243124801 3.42432915689517 0.007370179219551938 -0.01707520632905967 0.9998270439366459 -0.947177351793905 0.0 0.0 0.0 1.0
1540822844.488800 -0.586229774657224 0.809941165903878 0.018164775792929376 6.9521313126068 -0.8101107900132891 -0.5862633186474933 -0.0039785817162101954 3.42427945888206 0.007426924624979289 -0.01704784393097354 0.9998270909551913 -0.94719156550764 0.0 0.0 0.0 1.0
1540822844.490800 -0.5862742688372652 0.80990862448848 0.018179705127102586 6.95211458373174 -0.8100781330306485 -0.5863087751799813 -0.003929189805710149 3.42423119244129 0.007476635935307878 -0.017030564468876526 0.9998270149325644 -0.947205889685869 0.0 0.0 0.0 1.0
1540822844.492800 -0.5863105691145725 0.8098819301551456 0.01819823487929524 6.95209638618091 -0.8100514593797616 -0.5863458880415691 -0.003890081421015645 3.42418422760625 0.007519953541376602 -0.0170223025739665 0.9998268307631157 -0.947220301996547 0.0 0.0 0.0 1.0
1540822844.494800 -0.5863395626905714 0.8098604525075577 0.01821989813591853 6.95207686532111 -0.8100301239277259 -0.5863755598762126 -0.003860195524991481 3.4241384415173 0.007557483275699542 -0.017022051701012238 0.9998265520591186 -0.947234782158143 0.0 0.0 0.0 1.0
1540822844.496800 -0.5863620850585367 0.8098435974518197 0.018244255865902313 6.95205615916675 -0.8100135185179091 -0.5863986404321611 -0.0038385306498813273 3.42409371824438 0.007589797365032629 -0.017028862722106047 0.9998261913004427 -0.947249311867747 0.0 0.0 0.0 1.0
1540822844.498800 -0.5863789213778827 0.8098308063533208 0.018270896114899134 6.95203439855687 -0.8100010711364378 -0.5864159280621937 -0.0038241434047569228 3.42404994860978 0.007617435364661468 -0.01704184250856658 0.999825759961394 -0.947263874729172 0.0 0.0 0.0 1.0
1540822844.500800 -0.5863908078421242 0.8098215551726207 0.018299433216886804 6.95201170733215 -0.8099922450541546 -0.5864281711977951 -0.0038161469756794663 3.42400703001075 0.0076409050767230775 -0.017060152502477673 0.9998252686175725 -0.947278456181061 0.0 0.0 0.0 1.0
