# timestamp tx ty tz qx qy qz qw
1540822844.4828 6.95217111950591 3.42443340410323 -0.947149355772041 0.00712511541035951 -0.00599798947503901 0.890495788939425 -0.45489614939434
1540822844.4848 6.95215974503829 3.42438042373142 -0.947163272999119 0.00714569505694616 -0.00595905023521642 0.890517088097038 -0.454854641143321
1540822844.4868 6.95214641990987 3.42432915689517 -0.947177351793905 0.00716538823819325 -0.0059274988884852 0.890535197450725 -0.454819287266626
1540822844.4888 6.9521313126068 3.42427945888206 -0.94719156550764 0.00718423682582401 -0.00590264886596747 0.890550417475045 -0.454789511106642
1540822844.4908 6.95211458373174 3.42423119244129 -0.947205889685869 0.00720228106490637 -0.00588384918058784 0.890563032433669 -0.454764766366997
1540822844.4928 6.95209638618091 3.42418422760625 -0.947220301996547 0.00721955961054614 -0.00587048358075839 0.890573310839604 -0.454744536417694
1540822844.4948 6.95207686532111 3.4241384415173 -0.947234782158143 0.00723610956458188 -0.00586196970394922 0.890581505903011 -0.454728333593898
1540822844.4968 6.95205615916675 3.42409371824438 -0.947249311867747 0.00725196651229137 -0.00585775823018178 0.89058785596806 -0.454715698489107
1540822844.4988 6.95203439855687 3.42404994860978 -0.947263874729172 0.00726716455911783 -0.00585733203548003 0.890592584940144 -0.454706199243346
1540822844.5008 6.95201170733215 3.42400703001075 -0.947278456181061 0.00728173636742283 -0.00586020534530787 0.890595902704685 -0.454699430827017
1540822844.5028 6.95198820251199 3.42396486624222 -0.947293043424991 0.00729571319327041 -0.00586592288801799 0.890598005538616 -0.454695014320931
1540822844.5048 6.95196399447146 3.42392336731951 -0.947307625353581 0.00730912492324529 -0.00587405904833637 0.890599076515575 -0.45469259619303
1540822844.5068 6.95193918711838 3.42388244930097 -0.947322192478593 0.00732200011130722 -0.00588421702089952 0.890599285905702 -0.454691847572259
1540822844.5088 6.95191387807034 3.42384203411071 -0.94733673685904 0.00733436601568169 -0.0058960279638631 0.890598791570887 -0.454692463519986
1540822844.5108 6.9518881588317 3.42380204936124 -0.947351252029288 0.00734624863578636 -0.00590915015259458 0.890597739356184 -0.454694162299353
1540822844.5128 6.95186211497063 3.42376242817621 -0.947365732927166 0.007357672749191 -0.00592326813346398 0.89059626347808 -0.45469668464287
1540822844.5148 6.95183582629614 3.42372310901306 -0.947380175822067 0.00736866194860878 -0.00593809187774024 0.890594486910188 -0.454699793018555
1540822844.5168 6.95180936703511 3.42368403548572 -0.947394578243053 0.00737923867891468 -0.00595335593560458 0.890592521766893 -0.454703270894888
1540822844.5188 6.95178280600928 3.42364515618729 -0.947408938906963 0.00738942427418752 -0.00596881859028429 0.890590469685405 -0.454706922004782
1540822844.5208 6.95175620681234 3.42360642451276 -0.947423257646516 0.00739923899476986 -0.00598426101231553 0.890588422206618 -0.454710569608803
1540822844.5228 6.95172962798688 3.42356779848162 -0.947437535338416 0.0074087020643416 -0.00599948641393574 0.890586461155118 -0.454714055757785
1540822844.5248 6.95170312320148 3.42352924056064 -0.947451773831459 0.00741783170700079 -0.00601431920361049 0.890584659018629 -0.454717240555003
1540822844.5268 6.9516767414277 3.4234907174865 -0.947465975874633 0.00742664518434592 -0.00602860414069505 0.890583079327143 -0.454720001418021
1540822844.5288 6.9516505271171 3.42345220008847 -0.947480145045232 0.00743515883255393 -0.00604220549023113 0.890581777031944 -0.45472223234033
1540822844.5308 6.95162452037831 3.42341366311115 -0.947494285676952 0.00744338809944739 -0.0060550061778789 0.890580798884684 -0.454723843152858
1540822844.5328 6.95159875715401 3.42337508503711 -0.947508402788001 0.00745134758154493 -0.00606690694498143 0.890580183816648 -0.454724758785406
1540822844.5348 6.95157326939795 3.42333644790959 -0.947522502009202 0.00745905106108862 -0.00607782550376081 0.8905799633183 -0.454724918528102
1540822844.5368 6.95154808525203 3.42329773715518 -0.947536589512101 0.00746651154304243 -0.00608769569264236 0.890580161819198 -0.454724275292867
1540822844.5388 6.95152322922328 3.42325894140654 -0.947550671937069 0.00747374129205614 -0.00609646663170261 0.890580797068302 -0.454722794874962
1540822844.5408 6.95149872236088 3.42322005232504 -0.947564756321407 0.0074807518693888 -0.00610410187823882 0.890581880514727 -0.454720455214609
1540822844.5428 6.95147458243323 3.42318106442347 -0.947578850027454 0.00748755416978717 -0.00611057858245381 0.890583417688932 -0.454717245658709
1540822844.5448 6.95145082410493 3.42314197488874 -0.94759296067069 0.00749415845831385 -0.00611588664325197 0.890585408584344 -0.454713166222649
1540822844.5468 6.95142745911383 3.42310278340455 -0.947607096047841 0.00750057440712105 -0.00612002786414171 0.890587848039392 -0.454708226852199
1540822844.5488 6.95140449644805 3.42306349197407 -0.947621264064985 0.00750681113216598 -0.00612301510923747 0.890590726119928 -0.454702446685497
1540822844.5508 6.951381942523 3.42302410474265 -0.947635472665655 0.00751287722986429 -0.00612487145935784 0.890594028501991 -0.454695853315081
1540822844.5528 6.95135980135841 3.42298462782049 -0.947649729758947 0.00751878081367928 -0.00612562936821179 0.89059773685486 -0.454688482049987
1540822844.5548 6.95133807475538 3.42294506910533 -0.947664043147625 0.00752452955064365 -0.00612532981866906 0.890601829224357 -0.454680375177863
1540822844.5568 6.95131676247333 3.42290543810513 -0.947678420456221 0.00753013069781307 -0.00612402147910795 0.890606280416351 -0.454671581227098
1540822844.5588 6.95129586240714 3.42286574576079 -0.947692869059147 0.00753559113864929 -0.00612175985983557 0.890611062380385 -0.45466215422893
1540822844.5608 6.95127537076405 3.42282600426879 -0.947707396008796 0.00754091741933323 -0.006118606469574 0.89061614459341 -0.454652152979524
