timestamp T00 T01 T02 T03 T10 T11 T12 T13 T20 T21 T22 T23 T30 T31 T32 T33
1540821387.482980 -0.5564678612202466 0.8307722971163162 0.012685021602008758 7.65635966958732 -0.8308691013258852 -0.5564073264030193 -0.008211186696205925 0.130776354347701 0.00023641252128030546 -0.01510885399767831 0.9998858268022388 -0.911729510973334 0.0 0.0 0.0 1.0
1540821387.484980 -0.5564777642937495 0.830765617686241 0.012688038344388058 7.65639839776739 -0.8308624752950713 -0.5564167553642763 -0.008242663188456213 0.130769728552156 0.00021211595238446092 -0.015128873728395543 0.9998855295415237 -0.911695523709473 0.0 0.0 0.0 1.0
1540821387.486980 -0.5564877656377599 0.8307588494845852 0.012692544998626196 7.65643676301483 -0.8308557814426112 -0.5564263562763351 -0.008269249326834583 0.130763081619988 0.00019271450859671604 -0.015147410474720797 0.9998852528250574 -0.911661470513236 0.0 0.0 0.0 1.0
1540821387.488980 -0.5564978143572346 0.8307520288481032 0.012698392826716375 7.65647479050766 -0.8308490542871645 -0.5564360721113799 -0.008291359561862822 0.13075640315592 0.00017778004869872192 -0.015164571145270828 0.999884995475097 -0.911627383320621 0.0 0.0 0.0 1.0
1540821387.490980 -0.5565078635349001 0.8307451893328591 0.012705440729600115 7.65651250368818 -0.8308423255746743 -0.5564458501094707 -0.008309388040982583 0.130749683353968 0.00016690562645156008 -0.01518045770920181 0.9998847562825686 -0.911593292263977 0.0 0.0 0.0 1.0
1540821387.492980 -0.5565178701229185 0.8307383617911133 0.012713555068027172 7.65654992431515 -0.8308356243735358 -0.556455641663429 -0.008323709075802592 0.130742912986891 0.0001597050015443328 -0.01519516730934015 0.9998845340261813 -0.911559225711011 0.0 0.0 0.0 1.0
1540821387.494980 -0.55652779483357 0.8307315744484539 0.012722609483783186 7.65658707251607 -0.8308289771669365 -0.5564654022029482 -0.008334677609457736 0.130736083395647 0.00015581215043935018 -0.015208792374946194 0.9998843274884699 -0.911525210303788 0.0 0.0 0.0 1.0
1540821387.496980 -0.5565376020291013 0.8307248529811307 0.012732484721241628 7.65662396683935 -0.8308224079426619 -0.5564750910780392 -0.008342629684063003 0.130729186478851 0.00015488077713342058 -0.015221420734180343 0.9998841354690944 -0.91149127099774 0.0 0.0 0.0 1.0
1540821387.498980 -0.556547259610801 0.8307182205936057 0.012743068449200326 7.65666062430656 -0.8308159382806841 -0.5564846714418434 -0.008347882908248443 0.130722214682227 0.00015658382385024417 -0.015233135726334866 0.9998839567957118 -0.911457431100667 0.0 0.0 0.0 1.0
1540821387.500980 -0.5565567389074317 0.8307116980962791 0.012754255082967233 7.65669706046463 -0.8308095874387796 -0.5564941101329093 -0.008350736924760963 0.130715160988065 0.0001606129816805052 -0.0152440163138878 0.9998837903327028 -0.911423712311741 0.0 0.0 0.0 1.0
1540821387.502980 -0.5565660145630801 0.8307053039833906 0.012765945606660981 7.6567332894381 -0.8308033724364309 -0.5565033775569709 -0.008351473878122852 0.130708018904674 0.0001666782011800188 -0.015254137194428486 0.9998836349880075 -0.911390134760512 0.0 0.0 0.0 1.0
1540821387.504980 -0.5565750644245268 0.8306990545110711 0.012778047395697989 7.65676932398129 -0.8307973081372317 -0.5565124475683058 -0.008350358882334223 0.130700782455841 0.00017450720294054107 -0.015263568912498941 0.9998834897183221 -0.911356717045912 0.0 0.0 0.0 1.0
1540821387.506980 -0.5565838694281793 0.8306929637755469 0.012790474039437574 7.65680517553058 -0.8307914073300084 -0.5565212973506917 -0.008347640488612047 0.130693446170282 0.00018384498814024656 -0.01527237797138931 0.9998833535328606 -0.911323476275255 0.0 0.0 0.0 1.0
1540821387.508980 -0.5565924134866542 0.8306870437914701 0.012803145163961572 7.65684085425657 -0.8307856808088331 -0.5565299072980341 -0.008343551153156183 0.130686005071099 0.00019445334908458397 -0.015280626944920689 0.9998832254958903 -0.911290428103248 0.0 0.0 0.0 1.0
1540821387.510980 -0.5566006833750595 0.8306813045703685 0.012815986254966397 7.65687636911636 -0.8307801374520989 -0.5565382608946933 -0.008338307704935575 0.130678454665236 0.0002061103797442532 -0.015288374589243859 0.9998831047282128 -0.91125758677099 0.0 0.0 0.0 1.0
1540821387.512980 -0.5566086686170264 0.8306757541992046 0.012828928480747787 7.65691172790571 -0.8307747843008088 -0.5565463445955534 -0.008332111813487744 0.130670790932933 0.00021860998629693283 -0.015295675954677354 0.9998829904077593 -0.911224965144976 0.0 0.0 0.0 1.0
1540821387.514980 -0.5566163613705432 0.8306703989190312 0.01284190851526144 7.65694693731131 -0.8307696266362121 -0.5565541477058645 -0.008325150456727012 0.130663010317181 0.0002317613976776326 -0.015302582497605846 0.9998828817694392 -0.911192574756106 0.0 0.0 0.0 1.0
1540821387.516980 -0.5566237563136204 0.8306652432037412 0.012854868361243894 7.65698200296297 -0.8307646680569131 -0.5565616622608863 -0.008317596388755125 0.130655109713178 0.000245388676142942 -0.015309142192453579 0.9998827781043781 -0.911160425838683 0.0 0.0 0.0 1.0
