# timestamp tx ty tz qx qy qz qw
1540821387.48298 7.65635966958732 0.130776354347701 -0.911729510973334 0.00366191140436894 -0.00660885797601741 0.882150924505765 -0.47090621125097
1540821387.48498 7.65639839776739 0.130769728552156 -0.911695523709473 0.0036558695615098 -0.00662343166247228 0.882153621712164 -0.470901000711269
1540821387.48698 7.65643676301483 0.130763081619988 -0.911661470513236 0.00365163708211474 -0.00663619876826637 0.882156360111283 -0.470895723836754
1540821387.48898 7.65647479050766 0.13075640315592 -0.911627383320621 0.00364905052885391 -0.006647307175803 0.882159124243426 -0.470890408961173
1540821387.49098 7.65651250368818 0.130749683353968 -0.911593292263977 0.00364795463247163 -0.00665689760438615 0.88216189981303 -0.47088508222235
1540821387.49298 7.65654992431515 0.130742912986891 -0.911559225711011 0.00364820210272254 -0.00666510377466531 0.882164673659704 -0.47087976762647
1540821387.49498 7.65658707251607 0.130736083395647 -0.911525210303788 0.00364965343931101 -0.00667205257308557 0.882167433728568 -0.470874487111999
1540821387.49698 7.65662396683935 0.130729186478851 -0.91149127099774 0.00365217674283847 -0.00667786421634683 0.882170169039998 -0.470869260613271
1540821387.49898 7.65666062430656 0.130722214682227 -0.911457431100667 0.00365564752576199 -0.00668265241587601 0.882172869658827 -0.470864106123802
1540821387.50098 7.65669706046463 0.130715160988065 -0.911423712311741 0.00365994852336806 -0.00668652454231492 0.882175526663068 -0.470859039759343
1540821387.50298 7.6567332894381 0.130708018904674 -0.911390134760512 0.00366496950476318 -0.00668958179002684 0.882178132112225 -0.470854075820725
1540821387.50498 7.65676932398129 0.130700782455841 -0.911356717045912 0.00367060708388479 -0.00669191934162311 0.882180679015239 -0.470849226856509
1540821387.50698 7.65680517553058 0.130693446170282 -0.911323476275255 0.00367676453053309 -0.00669362653251197 0.882183161298113 -0.470844503725484
1540821387.50898 7.65684085425657 0.130686005071099 -0.911290428103248 0.00368335158142592 -0.00669478701547042 0.88218557377127 -0.470839915659028
1540821387.51098 7.65687636911636 0.130678454665236 -0.91125758677099 0.00369028425127741 -0.0066954789252401 0.882187912096675 -0.470835470323355
1540821387.51298 7.65691172790571 0.130670790932933 -0.911224965144976 0.00369748464390107 -0.00669577504314742 0.882190172754767 -0.470831173881674
1540821387.51498 7.65694693731131 0.130663010317181 -0.911192574756106 0.00370488076333759 -0.00669574296174854 0.882192353011214 -0.470827031056266
1540821387.51698 7.65698200296297 0.130655109713178 -0.911160425838683 0.00371240632500763 -0.0066954452494985 0.882194450883546 -0.470823045190513
1540821387.51898 7.65701692948586 0.130647086457782 -0.911128527369422 0.00372000056688921 -0.00669493961544471 0.882196465107666 -0.470819218310879
1540821387.52098 7.65705172055271 0.130638938318971 -0.91109688710645 0.00372760806071959 -0.00669427907394375 0.882198395104278 -0.470815551188851
1540821387.52298 7.65708637893603 0.130630663485293 -0.911065511628316 0.00373517852322077 -0.006693512109401 0.882200240945248 -0.470812043402872
1540821387.52498 7.65712090656036 0.130622260555323 -0.911034406372987 0.00374266662734794 -0.00669268284103222 0.882202003319904 -0.470808693400254
1540821387.52698 7.65715530455446 0.130613728527118 -0.91100357567686 0.00375003181356034 -0.00669183118764571 0.88220368350131 -0.47080549855909
1540821387.52898 7.65718957330353 0.130605066787674 -0.910973022813761 0.00375723810111297 -0.00669099303244429 0.88220528331251 -0.470802455250166
1540821387.53098 7.65722371250145 0.130596275102379 -0.91094275003395 0.0037642538993686 -0.00669020038784548 0.882206805092756 -0.470799558898885
1540821387.53298 7.65725772120298 0.130587353604468 -0.910912758603128 0.00377105181912857 -0.0066894815603189 0.882208251663729 -0.470796804047201
1540821387.53498 7.65729159787601 0.130578302784479 -0.910883048841439 0.00377760848398118 -0.00668886131523931 0.882209626295773 -0.470794184415569
1540821387.53698 7.65732534045374 0.13056912347971 -0.910853620162471 0.00378390434166696 -0.00668836104175392 0.882210932674118 -0.470791692964916
1540821387.53898 7.65735894638691 0.13055981686367 -0.910824471112267 0.00378992347545854 -0.0066879989176628 0.882212174865128 -0.470789321958632
1540821387.54098 7.65739241269605 0.130550384435536 -0.910795599408325 0.0037956534155549 -0.00668779007431078 0.882213357282559 -0.470787063024577
1540821387.54298 7.65742573602367 0.130540828009611 -0.910767001978599 0.00380108495048808 -0.00668774676148954 0.882214484653827 -0.470784907217125
1540821387.54498 7.65745891268649 0.130531149704774 -0.910738675000512 0.00380621193854144 -0.00668787851234883 0.882215561986302 -0.470782845079211
1540821387.54698 7.65749193872765 0.13052135193394 -0.91071061393995 0.00381103111917807 -0.00668819230831514 0.882216594533617 -0.470780866704418
1540821387.54898 7.65752480996896 0.130511437393512 -0.910682813590275 0.00381554192447845 -0.00668869274401711 0.882217587761988 -0.470778961799077
1540821387.55098 7.65755752206307 0.130501409052836 -0.910655268111322 0.00381974629058616 -0.00668938219221619 0.88221854731656 -0.470777119744387
1540821387.55298 7.65759007054573 0.13049127014366 -0.910627971068408 0.00382364846916058 -0.00669026096874187 0.882219478987757 -0.47077532965856
1540821387.55498 7.65762245088802 0.130481024149584 -0.910600915471333 0.00382725483883587 -0.00669132749743017 0.882220388677658 -0.470773580458976
1540821387.55698 7.65765465854851 0.130470674795519 -0.910574093813388 0.0038305737166851 -0.00669257847506508 0.882221282366372 -0.470771860924365
1540821387.55898 7.65768668902555 0.130460226037139 -0.910547498110353 0.00383361516968921 -0.00669400903632165 0.882222166078434 -0.470770159756997
1540821387.56098 7.65771853790944 0.130449682050339 -0.910521119939508 0.00383639082620971 -0.00669561291871068 0.882223045849197 -0.470768465644882
1540821387.56298 7.65775020093468 0.130439047220691 -0.910494950478632 0.00383891368746485 -0.00669738262752412 0.882223927691239 -0.470766767323994
