# id timestamp image_name
0 4878.802975732000 img/image_0_0.png 
1 4878.836146680000 img/image_0_1.png 
2 4878.869317628000 img/image_0_2.png 
3 4878.902450628000 img/image_0_3.png 
4 4878.935623628000 img/image_0_4.png 
5 4878.968797034000 img/image_0_5.png 
6 4879.001970784000 img/image_0_6.png 
7 4879.035234680000 img/image_0_7.png 
8 4879.068318889000 img/image_0_8.png 
9 4879.101488784000 img/image_0_9.png 
10 4879.134792096000 img/image_0_10.png 
11 4879.167834889000 img/image_0_11.png 
12 4879.201006680000 img/image_0_12.png 
13 4879.234249888000 img/image_0_13.png 
14 4879.267434836000 img/image_0_14.png 
15 4879.300568940000 img/image_0_15.png 
16 4879.333698784000 img/image_0_16.png 
17 4879.366954837000 img/image_0_17.png 
18 4879.400124784000 img/image_0_18.png 
19 4879.433292732000 img/image_0_19.png 
20 4879.466390732000 img/image_0_20.png 
21 4879.499564628000 img/image_0_21.png 
22 4879.532800628000 img/image_0_22.png 
23 4879.565987993000 img/image_0_23.png 
24 4879.599157784000 img/image_0_24.png 
25 4879.632330681000 img/image_0_25.png 
26 4879.665429732000 img/image_0_26.png 
27 4879.698602732000 img/image_0_27.png 
28 4879.731774732000 img/image_0_28.png 
29 4879.765018628000 img/image_0_29.png 
30 4879.798193785000 img/image_0_30.png 
31 4879.831299097000 img/image_0_31.png 
32 4879.864516940000 img/image_0_32.png 
33 4879.897650836000 img/image_0_33.png 
34 4879.930904732000 img/image_0_34.png 
35 4879.963989680000 img/image_0_35.png 
36 4879.997243628000 img/image_0_36.png 
37 4880.030432784000 img/image_0_37.png 
38 4880.063600888000 img/image_0_38.png 
39 4880.096680576000 img/image_0_39.png 
40 4880.129854628000 img/image_0_40.png 
41 4880.163031992000 img/image_0_41.png 
42 4880.196203680000 img/image_0_42.png 
43 4880.229369993000 img/image_0_43.png 
44 4880.262585628000 img/image_0_44.png 
45 4880.295717628000 img/image_0_45.png 
46 4880.328892680000 img/image_0_46.png 
47 4880.362063096000 img/image_0_47.png 
48 4880.395326201000 img/image_0_48.png 
49 4880.428410992000 img/image_0_49.png 
50 4880.461583045000 img/image_0_50.png 
51 4880.494754940000 img/image_0_51.png 
52 4880.527968888000 img/image_0_52.png 
53 4880.561140555000 img/image_0_53.png 
54 4880.594315763000 img/image_0_54.png 
55 4880.627446785000 img/image_0_55.png 
56 4880.660658680000 img/image_0_56.png 
57 4880.693793628000 img/image_0_57.png 
58 4880.727005628000 img/image_0_58.png 
59 4880.760267628000 img/image_0_59.png 
60 4880.793326681000 img/image_0_60.png 
61 4880.826485680000 img/image_0_61.png 
62 4880.859659138000 img/image_0_62.png 
63 4880.892831347000 img/image_0_63.png 
64 4880.926003784000 img/image_0_64.png 
65 4880.959216889000 img/image_0_65.png 
66 4880.992393889000 img/image_0_66.png 
67 4881.025594191000 img/image_0_67.png 
68 4881.091870919000 img/image_0_68.png 
69 4881.125130044000 img/image_0_69.png 
70 4881.191387888000 img/image_0_70.png 
71 4881.224672357000 img/image_0_71.png 
72 4881.290906940000 img/image_0_72.png 
73 4881.357354565000 img/image_0_73.png 
74 4881.390559409000 img/image_0_74.png 
75 4881.423601732000 img/image_0_75.png 
76 4881.456820628000 img/image_0_76.png 
77 4881.489944628000 img/image_0_77.png 
78 4881.523117784000 img/image_0_78.png 
79 4881.556290680000 img/image_0_79.png 
80 4881.589463784000 img/image_0_80.png 
81 4881.622681941000 img/image_0_81.png 
82 4881.655810097000 img/image_0_82.png 
83 4881.689173826000 img/image_0_83.png 
84 4881.722155940000 img/image_0_84.png 
85 4881.755337462000 img/image_0_85.png 
86 4881.788581628000 img/image_0_86.png 
87 4881.821673836000 img/image_0_87.png 
88 4881.854888784000 img/image_0_88.png 
89 4881.888059681000 img/image_0_89.png 
90 4881.921236993000 img/image_0_90.png 
91 4881.954413784000 img/image_0_91.png 
92 4882.020756680000 img/image_0_92.png 
93 4882.053887628000 img/image_0_93.png 
94 4882.087100785000 img/image_0_94.png 
95 4882.120231732000 img/image_0_95.png 
96 4882.153404993000 img/image_0_96.png 
97 4882.186618628000 img/image_0_97.png 
98 4882.219749680000 img/image_0_98.png 
99 4882.252999628000 img/image_0_99.png 
100 4882.286138680000 img/image_0_100.png 
101 4882.319309149000 img/image_0_101.png 
102 4882.352442576000 img/image_0_102.png 
103 4882.385614628000 img/image_0_103.png 
104 4882.418827680000 img/image_0_104.png 
105 4882.451961628000 img/image_0_105.png 
106 4882.485133628000 img/image_0_106.png 
107 4882.518306628000 img/image_0_107.png 
108 4882.551480680000 img/image_0_108.png 
109 4882.584653680000 img/image_0_109.png 
110 4882.617826681000 img/image_0_110.png 
111 4882.650998784000 img/image_0_111.png 
