# timestamp tx ty tz theta_x theta_y theta_z
4908.795704125 7.60666536072954 0.246270702230251 -0.880807258137499 -0.01934999847417186 0.004341302344089214 -2.2535347170837543 
4908.797704125 7.60664191927905 0.246294931296639 -0.880799838858038 -0.019336878045396674 0.004260592302447408 -2.2535631931339943 
4908.799704125 7.60661880981919 0.246318924681966 -0.880792900580559 -0.019326741434339347 0.004187890995584605 -2.2535865294657764 
4908.801704125 7.60659597927959 0.246342702483531 -0.880786430070163 -0.019319378774137547 0.004122687379169803 -2.253605332850278 
4908.803704125 7.60657337885399 0.246366283409003 -0.880780413177762 -0.019314589062180934 0.004064490026594119 -2.2536201730074645 
4908.805704125 7.60655096387447 0.246389684819097 -0.88077483489066 -0.01931217999647166 0.004012826747906482 -2.2536315835795153 
4908.807704125 7.60652869368577 0.246412922770242 -0.880769679383125 -0.01931196780708712 0.003967244210639325 -2.2536400631060793 
4908.809704125 7.60650653151951 0.246436012057257 -0.880764930066964 -0.019313777083374083 0.0039273075622717896 -2.2536460760011954 
4908.811704125 7.6064844443685 0.246458966256015 -0.880760569642102 -0.01931744059744874 0.0038926000541004563 -2.2536500535317385 
4908.813704125 7.606462402861 0.246481797766122 -0.880756580147158 -0.01932279912452619 0.0038627226663094203 -2.2536523947972658 
4908.815704125 7.60644038113499 0.246504517853586 -0.880752943010015 -0.01932970126055375 0.003837293734049353 -2.253653467711159 
4908.817704125 7.60641835671244 0.246527136693485 -0.880749639098406 -0.019338003237577873 0.003815948574357724 -2.253653609982906 
4908.819704125 7.6063963103736 0.246549663412644 -0.880746648770482 -0.019347568737229495 0.0037983391137654467 -2.2536531301014677 
4908.821704125 7.60637422603122 0.246572106132302 -0.880743951925389 -0.019358268702674323 0.0037841335164578434 -2.2536523083195785 
4908.823704125 7.6063520906049 0.246594472010789 -0.880741528053848 -0.019369981149334508 0.0037730158128652194 -2.253651397638936 
4908.825704125 7.6063298938953 0.24661676728619 -0.880739356288727 -0.01938259097465526 0.0037646855285828245 -2.25365062479614 
4908.827704125 7.60630762845844 0.246638997319022 -0.880737415455619 -0.01939598976715385 0.0037588573135237413 -2.253650191249351 
4908.829704125 7.60628528947995 0.246661166634904 -0.880735684123418 -0.01941007561496096 0.0037552605712290244 -2.2536502741655444 
4908.831704125 7.60626287464939 0.24668327896723 -0.880734140654892 -0.019424752914033585 0.003753639088264039 -2.253651027408335 
4908.833704125 7.60624038403445 0.246705337299836 -0.880732763257262 -0.019439932176193324 0.0037537506636461933 -2.2536525825262697 
4908.835704125 7.60621781995529 0.246727343909677 -0.880731530032779 -0.01945552983712008 0.003755366738255564 -2.253655049741563 
4908.837704125 7.60619518685876 0.246749300409495 -0.880730419029297 -0.01947146806440842 0.0037582720241897075 -2.2536585189391865 
4908.839704125 7.60617249119272 0.246771207790491 -0.88072940829085 -0.019487674565773914 0.0037622641340330993 -2.2536630606562884 
4908.841704125 7.60614974128026 0.246793066464999 -0.880728475908227 -0.019504082397478882 0.003767153210016592 -2.253668727071891 
4908.843704125 7.60612694719402 0.246814876309152 -0.880727600069552 -0.019520629773029714 0.0037727615530515866 -2.25367555299682 
4908.845704125 7.60610412063043 0.24683663670556 -0.880726759110853 -0.019537259872184114 0.0037789232516267928 -2.2536835568638343 
4908.847704125 7.60608127478399 0.246858346585979 -0.880725931566646 -0.01955392065029267 0.0037854838105625646 -2.2536927417179196 
4908.849704125 7.60605842422155 0.246880004473978 -0.880725096220505 -0.019570564647987652 0.0037922997796205875 -2.253703096206716 
4908.851704125 7.60603558475658 0.24690160852762 -0.880724232155638 -0.019587148801223406 0.0037992383819723564 -2.253714595571055 
4908.853704125 7.60601277332343 0.246923156582122 -0.880723318805469 -0.019603634251660965 0.0038061771425306227 -2.2537272026355857 
4908.855704125 7.60599000785162 0.246944646192539 -0.880722336004206 -0.01961998615738604 0.0038130035161536473 -2.253740868799459 
4908.857704125 7.60596730714008 0.246966074676423 -0.880721264037424 -0.01963617350393973 0.0038196145157313056 -2.253755535027057 
4908.859704125 7.60594469073148 0.246987439156505 -0.880720083692635 -0.019652168915639815 0.0038259163401661972 -2.253771132838766 
4908.861704125 7.60592217878644 0.24700873660336 -0.880718776309868 -0.01966794846716398 0.0038318240022623814 -2.253787585301749 
4908.863704125 7.60589979195783 0.24702996387808 -0.880717323832243 -0.019683491495365302 0.003837260956536097 -2.2538048080207416 
4908.865704125 7.60587755126506 0.247051117774947 -0.880715708856549 -0.0196987804112879 0.003842158726963169 -2.253822710128834 
4908.867704125 7.6058554779683 0.247072195064104 -0.880713914683818 -0.019713800512349576 0.00384645653467776 -2.2538411952782473 
4908.869704125 7.60583359344281 0.247093192534226 -0.880711925369899 -0.0197285397946587 0.003850100925636195 -2.253860162631097 
4908.871704125 7.60581191905317 0.247114107035189 -0.880709725776041 -0.019742988765432543 0.0038530453982606036 -2.253879507850126 
4908.873704125 7.60579047602759 0.247134935520747 -0.880707301619461 -0.019757140255485462 0.0038552500310749947 -2.253899124089435 
4908.875704125 7.60576928533214 0.2471556750912 -0.880704639523925 -0.019770989231758077 0.003856681110345657 -2.253918902985156 
4908.877704125 7.60574836754504 0.247176323036066 -0.880701727070322 -0.01978453260985933 0.0038573107577376965 -2.2539387356461376 
